MATCH,TEAM,match,team,passes completed,total passes,passes acc,goals for,total shots,on-target,possession,fouls committed,fouls suffered,distance,distance poss,offsides,distance not poss,yellow,red,high intensity,low intensity,sprints,time opp half,time opp third,goals_against,WDL,year
12,NGA,12,NGA,464,602,73.71428571,0,10,6,,16,18,100.104,40.97,0,27.237,0,0,7.928571429,84.57142857,330,50.92857143,24.92857143,0,0,2014
13,GER,13,GER,483,588,81.28571429,4,13,9,,8,11,111.651,42.722,2,39.835,0,0,9.571428571,81.35714286,318,38.64285714,17.57142857,0,1,2014
13,POR,13,POR,391,491,79.21428571,0,14,9,,11,8,101.868,34.396,1,41.538,1,1,8.928571429,82.71428571,306,38.92857143,15.71428571,4,-1,2014
14,GHA,14,GHA,445,588,74.85714286,1,21,8,,10,12,110.574,42.245,0,30.455,0,0,9.071428571,83,418,52.21428571,25.42857143,2,-1,2014
14,USA,14,USA,281,429,65.42857143,2,8,7,,12,10,116.978,31.301,0,46.071,0,0,9.285714286,82,410,31.21428571,12.57142857,1,1,2014
15,ALG,15,ALG,206,336,64.07142857,1,3,1,,18,18,113.469,28.402,0,52.847,0,0,10,81.07142857,294,24.92857143,8.928571429,2,-1,2014
15,BEL,15,BEL,547,665,76.78571429,2,16,10,,20,17,109.962,49.566,0,28.901,0,0,9.428571429,82.07142857,306,59.5,31.85714286,1,1,2014
16,KOR,16,KOR,426,550,76.14285714,1,10,6,,7,15,108.129,39.673,0,39.585,0,0,8.571428571,82.5,311,36.64285714,17.21428571,1,0,2014
16,RUS,16,RUS,408,542,73.92857143,1,16,10,,15,7,113.809,40.529,0,43.96,0,0,10.71428571,79.57142857,334,43.5,21.35714286,1,0,2014
17,BRA,17,BRA,352,476,73.14285714,0,14,8,,13,17,97.35,35.177,0,34.195,0,0,8.071428571,85,318,47.42857143,23.07142857,0,0,2014
17,MEX,17,MEX,299,404,67.92857143,0,13,3,,18,13,100.234,33.676,0,37.56,0,0,9.071428571,84.21428571,313,40.28571429,17.71428571,0,0,2014
18,CMR,18,CMR,273,384,69.35714286,0,18,7,,11,9,92.57,26.656,0,33.655,0,1,7.928571429,84.92857143,314,44.07142857,20.42857143,4,-1,2014
18,CRO,18,CRO,361,466,75.21428571,4,21,14,,9,11,101.454,34.796,4,30.242,1,0,8.642857143,84.35714286,354,42.07142857,19.28571429,0,1,2014
19,CHI,19,CHI,332,464,72.35714286,2,7,4,,15,14,117.59,33.43,0,53.663,0,0,11.78571429,80.07142857,462,30.07142857,10.78571429,0,1,2014
19,ESP,19,ESP,579,705,79.14285714,0,15,9,,14,15,109.257,49.152,0,32.385,0,0,8.928571429,83.07142857,369,54.64285714,26.92857143,2,-1,2014
20,AUS,20,AUS,376,500,66.28571429,2,10,8,,18,22,120.554,40.638,1,47.526,1,0,11.71428571,78.57142857,413,47.78571429,20.42857143,3,-1,2014
20,NED,20,NED,384,496,70.71428571,3,15,14,,25,18,115.075,44.454,1,39.949,1,0,10.5,80,383,38.42857143,12.85714286,2,1,2014
21,CIV,21,CIV,377,484,75.78571429,1,15,12,,14,11,94.689,35.338,0,30.493,0,0,7.714285714,85.85714286,305,50.14285714,26.07142857,2,-1,2014
21,COL,21,COL,292,407,70.21428571,2,11,7,,11,13,102.063,32.047,0,38.857,0,0,8.428571429,84.28571429,348,31.85714286,13.64285714,1,1,2014
22,GRE,22,GRE,144,243,58.57142857,0,9,5,,18,21,95.556,20.88,3,40.489,2,0,8.071428571,85.07142857,301,31.14285714,13.5,0,0,2014
22,JPN,22,JPN,570,662,85.53846154,0,16,11,,23,17,102.025,42.755,1,23.38,1,0,8.230769231,84.07692308,349,52.07692308,28,0,0,2014
23,ENG,23,ENG,415,548,70.21428571,1,13,8,,12,16,104.218,41.688,0,26.921,0,0,9,83.64285714,384,50.57142857,28.57142857,2,-1,2014
23,URU,23,URU,185,320,59,2,10,6,,17,12,105.352,26.594,0,43.002,0,0,9.785714286,82.5,404,30.07142857,13.71428571,1,1,2014
24,CRC,24,CRC,304,406,71.71428571,1,10,6,,24,10,107.1,30.793,0,45.013,0,0,8.785714286,83.5,334,40.14285714,15.28571429,0,1,2014
24,ITA,24,ITA,522,612,78,0,10,6,,10,22,104.469,41.956,0,32.281,0,0,8.071428571,84.14285714,269,45.92857143,17.14285714,1,-1,2014
25,FRA,25,FRA,335,443,76.28571429,5,22,16,,16,12,105.639,33.069,0,42.58,0,0,9,83.14285714,363,33.92857143,12.21428571,2,1,2014
25,SUI,25,SUI,469,578,80.64285714,2,17,8,,12,15,106.168,42.103,0,34.193,0,0,8.928571429,83.21428571,364,41.78571429,17.92857143,5,-1,2014
26,ECU,26,ECU,303,439,60.57142857,2,8,5,,17,13,95.043,32.844,1,31.092,3,0,7.571428571,86,305,39.14285714,18.5,1,1,2014
26,HON,26,HON,299,429,68.07142857,1,16,9,,15,15,95.8,30.607,1,34.549,2,0,7.285714286,86.14285714,329,38.14285714,15.71428571,2,-1,2014
27,ARG,27,ARG,510,630,75.71428571,1,19,9,,8,14,100.299,46.628,0,21.984,0,0,8,85.14285714,323,57.21428571,33.28571429,0,1,2014
27,IRN,27,IRN,136,242,58.07142857,0,8,4,,14,7,108.03,22.35,1,51.201,2,0,10,82.07142857,333,22.21428571,10,1,-1,2014
28,BIH,28,BIH,475,596,75.78571429,0,18,10,,7,9,110.32,46.479,0,39.32,0,0,9.285714286,82.78571429,349,48.85714286,23.85714286,1,-1,2014
28,NGA,28,NGA,299,422,65.92307692,1,20,13,,9,7,103.273,34.843,0,45.499,0,0,8.461538462,84.15384615,348,35.07692308,15.61538462,0,1,2014
29,GER,29,GER,584,713,78.92857143,2,11,6,,11,16,116.878,49.43,1,39.879,0,0,10.71428571,80.07142857,389,44.85714286,20.28571429,2,0,2014
29,GHA,29,GHA,335,453,75.92857143,2,20,10,,17,11,110.737,36.735,5,48.211,1,0,10.21428571,81.57142857,412,38.57142857,16,2,0,2014
30,POR,30,POR,488,582,84.5,2,20,9,,14,11,106.515,39.712,0,38.468,0,0,8.428571429,83.57142857,293,46.78571429,21.07142857,2,0,2014
30,USA,30,USA,453,553,75.5,2,15,10,,11,13,110.29,38.661,0,42.535,0,0,9.571428571,82.35714286,357,33.42857143,11.71428571,2,0,2014
31,BEL,31,BEL,355,500,68.64285714,1,11,7,,14,7,108.154,37.794,0,37.677,0,0,9.214285714,83.35714286,334,43.85714286,20.85714286,0,1,2014
31,RUS,31,RUS,329,470,66.92857143,0,13,6,,9,12,117.708,39.697,0,43.19,0,0,11.5,79.5,400,37.28571429,16.14285714,1,-1,2014
32,ALG,32,ALG,331,458,66,4,15,8,,16,13,113.819,37.1,0,40.645,0,0,10.14285714,80.92857143,440,33.14285714,16,2,1,2014
32,KOR,32,KOR,356,491,66.42857143,2,9,6,,13,16,112.902,39.248,0,37.639,0,0,10.07142857,81.07142857,412,47.71428571,24.64285714,4,-1,2014
33,BRA,33,BRA,373,486,74,4,19,18,,19,14,101.583,38.267,3,31.825,0,0,9.714285714,83,431,42.14285714,19.5,1,1,2014
33,CMR,33,CMR,321,433,71.14285714,1,12,6,,14,19,99.309,30.414,1,37.746,3,0,8.285714286,84.92857143,362,44,17.85714286,4,-1,2014
34,CRO,34,CRO,376,506,70.21428571,1,10,5,,18,11,103.735,37.222,0,31.418,0,0,8.642857143,84.35714286,378,44.42857143,22.92857143,3,-1,2014
34,MEX,34,MEX,299,434,73.42857143,3,12,7,,12,18,108.234,31.231,0,39.517,0,0,9.428571429,82.71428571,365,39.5,19.57142857,1,1,2014
35,AUS,35,AUS,415,542,74.5,0,4,0,,14,9,117.868,38.687,1,53.63,2,0,11.14285714,78.85714286,389,42.57142857,17.42857143,3,-1,2014
35,ESP,35,ESP,572,705,80.85714286,3,11,8,,9,13,114.164,50.088,6,37.632,1,0,9.642857143,80.78571429,331,45.78571429,20.42857143,0,1,2014
36,CHI,36,CHI,479,609,75.35714286,0,7,1,,14,23,104.228,41.278,0,26.573,0,0,9.357142857,83,406,50.5,23.35714286,2,-1,2014
36,NED,36,NED,197,317,58.07142857,2,13,8,,26,13,103.796,26.616,0,42.498,0,0,9.071428571,83.07142857,341,31.85714286,13.42857143,0,1,2014
37,COL,37,COL,265,401,64.71428571,4,13,9,,19,10,104.805,35.762,2,41.167,1,0,8.285714286,84.64285714,375,28.5,11.64285714,1,1,2014
37,JPN,37,JPN,380,517,71.85714286,1,23,13,,10,19,107.211,42.7,0,36.83,1,0,10.57142857,81.07142857,430,54.28571429,28.42857143,4,-1,2014
38,CIV,38,CIV,382,478,71.92857143,1,13,9,,23,12,95.437,33.348,0,29.812,0,0,7.714285714,86,305,37.71428571,16.28571429,2,-1,2014
38,GRE,38,GRE,265,351,67.5,2,13,5,,13,22,103.751,30.785,0,37.608,0,0,7.857142857,85.85714286,341,40.5,18.78571429,1,1,2014
39,ITA,39,ITA,452,568,74.35714286,0,9,5,,19,19,106.39,38.768,0,32.253,0,0,8.928571429,82.78571429,264,40.64285714,20.78571429,1,-1,2014
39,URU,39,URU,323,446,71.71428571,1,14,9,,20,15,104.308,30.681,0,38.853,0,0,8.785714286,83.35714286,281,43.57142857,22.5,0,1,2014
40,CRC,40,CRC,333,468,70.85714286,0,4,3,,17,14,108.973,34.494,0,42.667,0,0,10.28571429,81.21428571,393,37.92857143,12.78571429,0,0,2014
40,ENG,40,ENG,404,552,69.92857143,0,8,3,,17,17,107.475,40.242,0,35.187,0,0,9.928571429,82.14285714,400,47.5,20.57142857,0,0,2014
41,HON,41,HON,496,599,79.71428571,0,13,6,,17,18,93.757,38.874,0,30.019,1,0,6.857142857,86.85714286,275,51,23.5,3,-1,2014
41,SUI,41,SUI,282,382,67.35714286,3,16,13,,18,17,105.908,32.5,2,45.121,0,0,8.428571429,83.35714286,298,34.78571429,13,0,1,2014
42,ECU,42,ECU,230,366,54.92857143,0,11,7,,17,6,102.291,29.497,0,43.661,0,0,8.857142857,83.71428571,356,32.14285714,11.14285714,0,0,2014
42,FRA,42,FRA,508,640,78.92857143,0,20,13,,6,15,110.973,45.551,0,34.089,0,0,9.642857143,82.28571429,407,50.57142857,27,0,0,2014
43,ARG,43,ARG,479,615,76.71428571,3,18,13,,6,17,102.062,40.339,1,34.457,0,0,9.5,83,359,46.78571429,22.92857143,2,1,2014
43,NGA,43,NGA,308,435,69.76923077,2,12,7,,17,6,102.348,32.948,1,42.521,2,0,9,83.38461538,394,37.76923077,16.38461538,3,-1,2014
44,BIH,44,BIH,543,670,76.35714286,3,13,9,,20,16,111.967,48.513,0,30.147,0,0,9,82.85714286,359,44.35714286,18.78571429,1,1,2014
44,IRN,44,IRN,276,399,68.28571429,1,7,5,,17,19,107.158,28.165,0,48.348,0,0,9.214285714,82.78571429,385,39.28571429,18.21428571,3,-1,2014
45,GER,45,GER,725,819,84.07142857,1,13,9,,9,14,112.791,51.544,7,33.715,1,0,9.785714286,81.35714286,333,54.21428571,23.57142857,0,1,2014
45,USA,45,USA,363,458,75.84615385,0,4,1,,15,9,114.545,31.429,2,55.756,2,0,10.15384615,81.07692308,423,31.61538462,11.15384615,1,-1,2014
46,GHA,46,GHA,285,424,68.5,1,18,6,,16,20,111.495,35.999,0,43.635,0,0,10.14285714,81.71428571,410,42.64285714,18.35714286,1,0,2014
46,POR,46,POR,418,568,70.64285714,1,19,10,,21,16,114.66,42.76,0,38.512,0,0,9.571428571,82.14285714,409,40,17.78571429,1,0,2014
47,BEL,47,BEL,285,421,66.42857143,1,16,11,,11,16,104.697,34.342,0,38.593,0,0,9.214285714,82.85714286,370,42.5,20.78571429,0,1,2014
47,KOR,47,KOR,368,501,72.92857143,0,18,12,,16,11,111.967,39.974,0,37.427,0,0,10.21428571,81,438,44.14285714,22.35714286,1,-1,2014
48,ALG,48,ALG,322,465,60.71428571,1,8,6,,15,14,110.182,36.871,0,45.789,0,0,10.57142857,81,419,38.64285714,17.07142857,1,0,2014
48,RUS,48,RUS,440,588,71.35714286,1,10,7,,14,15,115.921,47.208,0,40.171,0,0,10.57142857,80,390,46.57142857,23.78571429,1,0,2014
49,BRA,49,BRA,393,574,66.64285714,4,23,13,,28,21,136.323,43.384,0,48.61,0,0,8.642857143,84.21428571,452,47.07142857,23.28571429,3,1,2014
49,CHI,49,CHI,424,593,62.5,3,13,5,,23,26,145.832,50.821,0,46.382,0,0,9.428571429,83.28571429,572,35.92857143,15.92857143,4,-1,2014
50,COL,50,COL,339,462,72.78571429,2,10,8,,19,16,103.483,34.784,0,28.66,0,0,9.071428571,83.28571429,348,38.35714286,18,0,1,2014
50,URU,50,URU,329,437,74.07142857,0,16,9,,17,18,105.52,29.952,0,36.121,0,0,9.428571429,82.14285714,339,44.78571429,23.21428571,2,-1,2014
51,MEX,51,MEX,311,424,71.42857143,1,12,7,,12,8,112.375,33.803,0,44.321,0,0,8.571428571,83.85714286,310,34.21428571,13.78571429,2,-1,2014
51,NED,51,NED,461,575,76.21428571,2,14,8,,8,12,112.558,43.098,0,36.369,0,0,8.214285714,84,351,47.85714286,23.07142857,1,1,2014
52,CRC,52,CRC,334,467,71.28571429,6,6,2,,22,16,131.321,35.385,0,51.63,0,0,8.071428571,84.57142857,366,31.78571429,12.28571429,4,1,2014
52,GRE,52,GRE,502,624,78,4,24,13,,16,21,132.491,49.009,0,36.847,0,0,7,86.28571429,382,47.71428571,23.64285714,6,-1,2014
53,FRA,53,FRA,340,448,76.15384615,1,15,9,,12,12,103.056,32.214,0,37.552,0,0,9.076923077,83.61538462,372,46.07692308,23.38461538,0,1,2014
53,NGA,53,NGA,315,421,75,0,8,6,,15,12,96.401,33.948,0,31.409,0,0,7.230769231,86.30769231,343,36.61538462,16.07692308,1,-1,2014
54,ALG,54,ALG,335,504,66.57142857,1,11,7,,20,10,124.532,30.483,4,54.044,1,0,10.5,81,456,28.42857143,10.92857143,2,-1,2014
54,GER,54,GER,768,940,79,2,29,22,,11,18,127.414,53.725,4,32.117,1,0,11.21428571,79.42857143,416,42.28571429,20.57142857,1,1,2014
55,ARG,55,ARG,587,768,74.64285714,1,29,22,,19,26,135.266,55.964,0,37.932,3,0,8.5,84.85714286,482,50.21428571,27.21428571,0,1,2014
55,SUI,55,SUI,335,489,68.21428571,0,14,7,,28,19,147.206,38.998,1,63.536,2,0,9.214285714,82.42857143,495,35.71428571,16.5,1,-1,2014
56,BEL,56,BEL,454,607,72.35714286,2,38,26,,27,10,147.259,49.978,0,54.951,0,0,9,83.57142857,506,49.64285714,25.42857143,1,1,2014
56,USA,56,USA,579,746,73.85714286,1,14,9,,11,24,154.944,56.392,0,53.883,0,0,10.14285714,81.14285714,627,36.14285714,16.85714286,2,-1,2014
57,BRA,57,BRA,265,369,69.42857143,2,12,6,,31,23,96.401,27.709,0,26.925,0,0,8.785714286,85.14285714,344,31.5,14,1,1,2014
57,COL,57,COL,253,368,68,1,11,5,,23,30,98.531,27.306,0,28.528,0,0,7.857142857,86.07142857,366,50.85714286,28.57142857,2,-1,2014
58,FRA,58,FRA,376,511,76.71428571,0,13,9,,15,16,100.531,34.765,3,35.927,0,0,8.428571429,84.07142857,331,38.64285714,17.14285714,1,-1,2014
58,GER,58,GER,378,517,62.07142857,1,8,6,,18,15,107.688,37.589,0,39.353,2,0,10.85714286,80.07142857,330,42.07142857,17.78571429,0,1,2014
59,CRC,59,CRC,306,456,65,3,6,3,,13,14,140.588,34.969,0,64.703,0,0,8.357142857,84.28571429,432,31,10.35714286,4,-1,2014
59,NED,59,NED,671,821,74.42857143,4,20,15,,15,11,133.03,58.208,0,36.589,0,0,8.357142857,85.64285714,420,49.42857143,26.21428571,3,1,2014
60,ARG,60,ARG,326,443,73.14285714,1,10,7,,11,13,104.856,35.107,1,35.041,1,0,8.714285714,83.92857143,366,34.85714286,14.57142857,0,1,2014
60,BEL,60,BEL,351,476,72.14285714,0,10,4,,14,10,106.789,34.725,6,37.506,2,0,8.571428571,84.14285714,358,52.28571429,25.35714286,1,-1,2014
61,BRA,61,BRA,433,547,77.28571429,1,18,13,,11,14,108.903,42.675,3,44.119,1,0,11.5,79.71428571,493,45.78571429,21.85714286,7,-1,2014
61,GER,61,GER,483,592,80,7,14,12,,14,10,119.329,46.592,0,47.825,0,0,11.35714286,78.92857143,467,39.42857143,16.78571429,1,1,2014
62,ARG,62,ARG,490,639,70.85714286,4,8,5,,10,14,135.415,46.374,4,57.704,1,0,8.357142857,84.5,493,38.28571429,15.28571429,2,1,2014
62,NED,62,NED,656,818,80.35714286,2,7,3,,15,10,139.428,56.281,4,51.551,2,0,8.214285714,83.78571429,466,42.35714286,15.71428571,4,-1,2014
63,BRA,63,BRA,482,597,79.71428571,0,11,5,,16,20,104.896,41.177,0,32.862,0,0,9.142857143,83.57142857,439,48.78571429,22.5,3,-1,2014
63,NED,63,NED,313,410,72.5,3,8,5,,20,14,112.944,33.367,0,45.491,0,0,9,82.85714286,423,27.5,10.07142857,0,1,2014
64,ARG,64,ARG,416,586,68.07142857,0,10,2,,16,19,138.397,42.627,2,60.146,2,0,8.642857143,84.21428571,487,33.85714286,14.07142857,1,-1,2014
64,GER,64,GER,736,915,79.28571429,1,10,7,,20,16,150.487,62.517,3,49.52,2,0,10.21428571,81.28571429,550,47.71428571,23.71428571,0,1,2014
