MATCH,TEAM,match,team,passes completed,total passes,passes acc,goals for,total shots,on-target,fouls committed,fouls suffered,distance,distance poss,offsides,distance not poss,yellow,red,high intensity,low intensity,sprints,time opp half,time opp third,goals_against,WDL,year
64,ARG,64,ARG,416,586,68.07142857142857,0.0,10.0,2.0,16.0,19.0,138.397,42627,2.0,60146,2.0,0.0,8.642857142857142,84.21428571428571,487.0,33.857142857142854,14.071428571428571,1,-1,2014
64,GER,64,GER,736,915,79.28571428571429,1.0,10.0,7.0,20.0,16.0,150.487,62517,3.0,49520,2.0,0.0,10.214285714285714,81.28571428571429,550.0,47.714285714285715,23.714285714285715,0,1,2014
1,MEX,1,MEX,447,561,75.28571428571429,1.0,14.0,5.0,13.0,17.0,116.18799999999999,50923,0.0,41044,0.0,0.0,10.428571428571429,80.92857142857143,1374.0,56.285714285714285,28.642857142857142,1,0,2010
1,RSA,1,RSA,209,335,64.53846153846153,1.0,9.0,5.0,17.0,11.0,118.85299999999998,39796,0.0,53838,0.0,0.0,12.076923076923077,79.92307692307692,1690.0,27.846153846153847,9.692307692307692,1,0,2010
2,FRA,2,FRA,369,531,69.78571428571429,0.0,18.0,3.0,20.0,13.0,101.50599999999997,42821,4.0,36607,3.0,0.0,8.928571428571429,83.14285714285714,1003.0,56.214285714285715,28.071428571428573,0,0,2010
2,URU,2,URU,277,434,54.07142857142857,0.0,7.0,3.0,13.0,20.0,101.215,35133,5.0,43615,4.0,1.0,9.5,82.85714285714286,926.0,30.214285714285715,9.857142857142858,0,0,2010
3,ARG,3,ARG,446,597,73.14285714285714,1.0,20.0,7.0,7.0,8.0,95.42699999999999,43460,0.0,34742,0.0,0.0,7.642857142857143,85.5,851.0,45.142857142857146,20.714285714285715,0,1,2010
3,NGA,3,NGA,231,367,62.357142857142854,0.0,11.0,1.0,8.0,7.0,93.549,32892,0.0,43966,0.0,0.0,6.928571428571429,86.35714285714286,737.0,38.714285714285715,16.714285714285715,1,-1,2010
4,GRE,4,GRE,340,500,65.57142857142857,0.0,6.0,2.0,12.0,12.0,105.61199999999998,43471,0.0,44932,0.0,0.0,8.785714285714286,83.28571428571429,945.0,46.357142857142854,20.642857142857142,2,-1,2010
4,KOR,4,KOR,333,499,60.357142857142854,2.0,18.0,7.0,14.0,11.0,108.83099999999996,45395,0.0,45654,0.0,0.0,11.214285714285714,79.14285714285714,1073.0,39.0,15.428571428571429,0,1,2010
5,ENG,5,ENG,339,487,73.14285714285714,1.0,18.0,8.0,12.0,11.0,108.15400000000001,40736,0.0,36078,0.0,0.0,9.142857142857142,82.78571428571429,949.0,42.92857142857143,19.214285714285715,1,0,2010
5,USA,5,USA,218,376,59.15384615384615,1.0,13.0,4.0,14.0,10.0,107.51799999999999,34834,0.0,42356,0.0,0.0,9.0,82.76923076923077,850.0,39.84615384615385,15.0,1,0,2010
6,ALG,6,ALG,343,479,67.85714285714286,0.0,11.0,2.0,17.0,10.0,99.868,39244,0.0,41886,0.0,0.0,8.428571428571429,83.42857142857143,855.0,40.214285714285715,15.357142857142858,1,-1,2010
6,SVN,6,SVN,398,537,70.07142857142857,1.0,7.0,4.0,10.0,16.0,106.275,43271,0.0,43513,0.0,0.0,8.428571428571429,83.57142857142857,902.0,44.42857142857143,16.857142857142858,0,1,2010
7,AUS,7,AUS,384,530,69.14285714285714,0.0,10.0,2.0,19.0,7.0,113.59300000000002,40715,0.0,51565,0.0,0.0,11.714285714285714,78.14285714285714,1213.0,41.714285714285715,14.642857142857142,4,-1,2010
7,GER,7,GER,472,616,66.21428571428571,4.0,16.0,10.0,10.0,18.0,112.177,48318,0.0,41157,0.0,0.0,9.5,81.78571428571429,1043.0,42.92857142857143,14.428571428571429,0,1,2010
8,GHA,8,GHA,339,466,65.5,1.0,16.0,3.0,15.0,8.0,97.692,37208,0.0,44321,0.0,0.0,8.357142857142858,84.35714285714286,937.0,36.42857142857143,12.428571428571429,0,1,2010
8,SRB,8,SRB,325,454,68.71428571428571,0.0,13.0,2.0,10.0,15.0,94.15,41374,0.0,36933,0.0,0.0,7.357142857142857,85.35714285714286,764.0,38.714285714285715,14.357142857142858,1,-1,2010
9,DEN,9,DEN,252,374,62.57142857142857,0.0,10.0,3.0,20.0,9.0,101.85600000000001,34010,2.0,44360,1.0,0.0,7.428571428571429,84.5,772.0,41.57142857142857,13.785714285714286,1,-1,2010
9,NED,9,NED,460,576,78.07142857142857,1.0,18.0,7.0,13.0,19.0,99.862,41777,4.0,33917,2.0,0.0,7.642857142857143,84.42857142857143,852.0,43.857142857142854,14.642857142857142,0,1,2010
10,CMR,10,CMR,341,481,68.07142857142857,0.0,11.0,4.0,29.0,18.0,102.958,41791,2.0,33896,1.0,0.0,7.714285714285714,84.42857142857143,782.0,49.5,23.285714285714285,1,-1,2010
10,JPN,10,JPN,230,389,50.714285714285715,1.0,5.0,5.0,20.0,29.0,109.94000000000001,34314,4.0,46183,1.0,0.0,9.857142857142858,81.64285714285714,971.0,31.714285714285715,12.285714285714286,0,1,2010
11,ITA,11,ITA,427,611,70.85714285714286,1.0,10.0,5.0,15.0,15.0,107.52999999999999,43988,0.0,40392,0.0,0.0,9.785714285714286,82.35714285714286,1106.0,44.857142857142854,20.0,1,0,2010
11,PAR,11,PAR,300,475,59.214285714285715,1.0,8.0,1.0,15.0,13.0,108.615,39039,0.0,46516,0.0,0.0,9.785714285714286,82.0,1140.0,38.92857142857143,13.357142857142858,1,0,2010
12,NZL,12,NZL,286,421,68.0,1.0,8.0,2.0,17.0,14.0,107.502,40511,0.0,40535,0.0,0.0,8.615384615384615,83.0,956.0,42.61538461538461,16.384615384615383,1,0,2010
12,SVK,12,SVK,248,407,51.642857142857146,1.0,13.0,3.0,15.0,17.0,105.76099999999998,38261,0.0,40370,0.0,0.0,8.785714285714286,83.07142857142857,817.0,39.07142857142857,12.928571428571429,1,0,2010
13,CIV,13,CIV,350,458,71.14285714285714,0.0,5.0,1.0,18.0,12.0,105.12499999999999,44356,0.0,46116,0.0,0.0,9.285714285714286,82.42857142857143,1036.0,40.357142857142854,18.142857142857142,0,0,2010
13,POR,13,POR,430,543,77.42857142857143,0.0,7.0,2.0,13.0,16.0,109.76299999999999,47925,0.0,47255,0.0,0.0,10.285714285714286,80.0,970.0,41.0,16.642857142857142,0,0,2010
14,BRA,14,BRA,595,715,79.64285714285714,2.0,26.0,10.0,9.0,9.0,103.40400000000001,52339,3.0,34769,1.0,0.0,9.642857142857142,81.78571428571429,896.0,52.07142857142857,24.5,1,1,2010
14,PRK,14,PRK,239,362,66.16666666666667,1.0,11.0,3.0,10.0,9.0,103.729,34040,1.0,55283,0.0,0.0,8.833333333333334,82.08333333333333,824.0,26.333333333333332,9.833333333333334,2,-1,2010
15,CHI,15,CHI,383,526,69.35714285714286,1.0,20.0,5.0,21.0,15.0,86.72200000000001,38044,4.0,27596,2.0,0.0,9.785714285714286,82.71428571428571,793.0,40.07142857142857,17.214285714285715,0,1,2010
15,HON,15,HON,201,347,57.07142857142857,0.0,7.0,2.0,15.0,20.0,100.554,30584,2.0,45868,1.0,0.0,8.714285714285714,83.35714285714286,951.0,40.5,15.428571428571429,1,-1,2010
16,ESP,16,ESP,527,683,69.07142857142857,0.0,24.0,8.0,8.0,19.0,104.26799999999999,51811,2.0,27581,0.0,0.0,12.142857142857142,79.42857142857143,1323.0,61.714285714285715,29.0,1,-1,2010
16,SUI,16,SUI,182,318,55.642857142857146,1.0,8.0,3.0,21.0,7.0,119.91300000000001,29252,1.0,64655,4.0,0.0,12.428571428571429,78.64285714285714,1484.0,18.214285714285715,3.857142857142857,0,1,2010
17,RSA,17,RSA,423,539,71.84615384615384,0.0,10.0,3.0,14.0,9.0,95.551,42841,0.0,39197,0.0,0.0,8.384615384615385,84.53846153846153,915.0,34.30769230769231,12.384615384615385,3,-1,2010
17,URU,17,URU,290,401,59.0,3.0,19.0,6.0,10.0,13.0,101.147,39074,0.0,45553,0.0,0.0,8.5,83.42857142857143,1052.0,40.714285714285715,18.857142857142858,0,1,2010
18,FRA,18,FRA,322,476,68.3076923076923,0.0,13.0,4.0,23.0,23.0,101.892,38772,2.0,39106,2.0,0.0,8.846153846153847,83.38461538461539,1024.0,53.92307692307692,24.846153846153847,2,-1,2010
18,MEX,18,MEX,286,433,64.14285714285714,2.0,12.0,5.0,25.0,22.0,108.87100000000001,40026,4.0,42315,4.0,0.0,9.714285714285714,82.07142857142857,1155.0,36.07142857142857,12.142857142857142,0,1,2010
19,GRE,19,GRE,352,455,76.38461538461539,2.0,27.0,11.0,13.0,15.0,96.792,36717,0.0,31332,0.0,0.0,8.307692307692308,84.61538461538461,782.0,45.38461538461539,22.76923076923077,1,1,2010
19,NGA,19,NGA,266,372,69.57142857142857,1.0,10.0,4.0,15.0,13.0,85.795,27285,0.0,35075,0.0,0.0,7.0,86.0,573.0,29.5,10.785714285714286,2,-1,2010
20,ARG,20,ARG,360,484,74.14285714285714,3.0,22.0,11.0,19.0,18.0,97.141,39796,0.0,35942,0.0,0.0,7.5,85.5,855.0,38.92857142857143,17.857142857142858,1,1,2010
20,KOR,20,KOR,207,336,62.15384615384615,1.0,13.0,2.0,19.0,18.0,103.08600000000001,36611,0.0,44851,0.0,0.0,8.615384615384615,83.53846153846153,960.0,38.92307692307692,18.384615384615383,3,-1,2010
21,GER,21,GER,459,570,75.21428571428571,0.0,15.0,4.0,19.0,9.0,102.922,45092,0.0,41607,0.0,0.0,9.0,82.92857142857143,1031.0,50.07142857142857,21.571428571428573,1,-1,2010
21,SRB,21,SRB,328,448,71.14285714285714,1.0,9.0,3.0,10.0,19.0,111.50200000000001,42761,0.0,50954,0.0,0.0,10.0,81.07142857142857,979.0,36.92857142857143,11.0,0,1,2010
22,SVN,22,SVN,276,406,63.357142857142854,2.0,7.0,4.0,15.0,16.0,106.81500000000001,39600,0.0,41725,0.0,0.0,10.428571428571429,81.07142857142857,919.0,44.57142857142857,19.214285714285715,2,0,2010
22,USA,22,USA,303,428,68.21428571428571,2.0,14.0,6.0,18.0,14.0,107.10900000000001,40490,0.0,41904,0.0,0.0,8.357142857142858,83.28571428571429,943.0,42.357142857142854,16.571428571428573,2,0,2010
23,ALG,23,ALG,383,530,67.14285714285714,0.0,11.0,1.0,13.0,12.0,106.88400000000001,45006,0.0,41696,0.0,0.0,8.5,83.07142857142857,939.0,39.142857142857146,14.928571428571429,0,0,2010
23,ENG,23,ENG,462,602,70.35714285714286,0.0,15.0,6.0,13.0,12.0,111.82599999999998,43521,0.0,47473,0.0,0.0,10.357142857142858,80.28571428571429,1102.0,45.857142857142854,19.142857142857142,0,0,2010
24,AUS,24,AUS,340,475,63.285714285714285,1.0,8.0,5.0,18.0,20.0,102.695,37469,0.0,41576,0.0,0.0,10.142857142857142,81.64285714285714,1090.0,42.357142857142854,17.857142857142858,1,0,2010
24,GHA,24,GHA,388,501,74.21428571428571,1.0,22.0,6.0,22.0,16.0,101.776,39586,0.0,37811,0.0,0.0,8.642857142857142,83.92857142857143,966.0,47.0,19.214285714285715,1,0,2010
25,JPN,25,JPN,259,406,65.07142857142857,0.0,10.0,3.0,11.0,17.0,108.606,30429,1.0,52333,0.0,0.0,11.0,80.57142857142857,1206.0,37.57142857142857,13.428571428571429,1,-1,2010
25,NED,25,NED,517,668,71.57142857142857,1.0,9.0,5.0,18.0,11.0,104.26099999999998,47011,2.0,30184,1.0,0.0,9.785714285714286,82.35714285714286,967.0,47.5,16.857142857142858,0,1,2010
26,CMR,26,CMR,429,559,74.5,1.0,23.0,8.0,9.0,10.0,99.67499999999998,42437,1.0,37427,2.0,0.0,8.642857142857142,83.92857142857143,1005.0,53.714285714285715,28.071428571428573,2,-1,2010
26,DEN,26,DEN,319,444,69.57142857142857,2.0,13.0,6.0,12.0,8.0,106.78000000000002,38638,1.0,46433,2.0,0.0,10.285714285714286,80.71428571428571,1054.0,30.785714285714285,9.071428571428571,1,1,2010
27,PAR,27,PAR,308,457,57.285714285714285,2.0,11.0,5.0,18.0,14.0,99.46799999999999,35408,0.0,39742,0.0,0.0,8.285714285714286,84.0,891.0,47.785714285714285,20.0,0,1,2010
27,SVK,27,SVK,330,469,68.53846153846153,0.0,6.0,1.0,14.0,16.0,99.12200000000001,39098,0.0,36556,0.0,0.0,7.153846153846154,85.84615384615384,797.0,38.46153846153846,12.846153846153847,2,-1,2010
28,ITA,28,ITA,426,571,71.5,1.0,23.0,7.0,11.0,23.0,105.88599999999998,48908,0.0,33170,0.0,0.0,9.285714285714286,82.5,952.0,58.42857142857143,31.357142857142858,1,0,2010
28,NZL,28,NZL,162,310,44.357142857142854,1.0,3.0,1.0,25.0,10.0,104.617,32058,0.0,49523,0.0,0.0,8.928571428571429,82.71428571428571,778.0,25.642857142857142,8.357142857142858,1,0,2010
29,BRA,29,BRA,456,545,75.46153846153847,3.0,12.0,6.0,17.0,23.0,97.67,38744,0.0,34483,0.0,0.0,8.23076923076923,84.76923076923077,765.0,39.0,11.76923076923077,1,1,2010
29,CIV,29,CIV,305,400,75.28571428571429,1.0,10.0,4.0,23.0,17.0,95.74799999999998,33109,0.0,40579,0.0,0.0,7.357142857142857,86.21428571428571,834.0,42.5,16.714285714285715,3,-1,2010
30,POR,30,POR,440,586,72.85714285714286,7.0,26.0,13.0,18.0,3.0,109.981,46620,2.0,36924,2.0,0.0,10.285714285714286,80.5,1127.0,46.214285714285715,19.785714285714285,0,1,2010
30,PRK,30,PRK,323,461,70.64285714285714,0.0,15.0,4.0,3.0,18.0,106.014,35036,3.0,48369,2.0,0.0,10.428571428571429,81.07142857142857,1271.0,35.5,12.142857142857142,7,-1,2010
31,CHI,31,CHI,437,570,73.71428571428571,1.0,20.0,7.0,19.0,26.0,111.52799999999998,50590,0.0,33634,0.0,0.0,9.857142857142858,81.85714285714286,1222.0,49.642857142857146,25.142857142857142,0,1,2010
31,SUI,31,SUI,165,296,56.0,0.0,7.0,1.0,26.0,13.0,103.40600000000002,30683,0.0,47435,0.0,0.0,9.285714285714286,81.92857142857143,989.0,40.214285714285715,16.928571428571427,1,-1,2010
32,ESP,32,ESP,486,632,74.07142857142857,2.0,22.0,7.0,9.0,17.0,105.572,45857,1.0,37090,0.0,0.0,9.571428571428571,81.64285714285714,1010.0,49.5,23.928571428571427,0,1,2010
32,HON,32,HON,293,429,68.5,0.0,9.0,0.0,19.0,9.0,104.53,34601,7.0,48318,2.0,0.0,9.0,82.14285714285714,886.0,35.07142857142857,11.785714285714286,2,-1,2010
33,MEX,33,MEX,476,595,79.35714285714286,0.0,11.0,2.0,20.0,13.0,106.235,49918,0.0,36406,0.0,0.0,9.071428571428571,82.71428571428571,945.0,47.214285714285715,22.214285714285715,1,-1,2010
33,URU,33,URU,188,315,56.76923076923077,1.0,15.0,5.0,13.0,20.0,102.155,33170,0.0,48980,0.0,0.0,8.384615384615385,84.38461538461539,1004.0,30.307692307692307,12.615384615384615,0,1,2010
34,FRA,34,FRA,309,428,63.92857142857143,1.0,10.0,4.0,10.0,12.0,98.763,36324,6.0,37755,1.0,1.0,9.0,82.57142857142857,956.0,41.42857142857143,15.785714285714286,2,-1,2010
34,RSA,34,RSA,381,491,78.71428571428571,2.0,21.0,10.0,12.0,10.0,106.66099999999999,38440,3.0,40645,0.0,0.0,8.571428571428571,83.07142857142857,936.0,42.357142857142854,16.0,1,1,2010
35,KOR,35,KOR,364,490,69.07142857142857,2.0,16.0,8.0,12.0,20.0,107.51499999999999,42424,0.0,41900,0.0,0.0,11.785714285714286,79.5,1041.0,41.714285714285715,15.571428571428571,2,0,2010
35,NGA,35,NGA,301,438,65.28571428571429,2.0,11.0,4.0,22.0,12.0,99.30399999999999,37345,0.0,40217,0.0,0.0,7.785714285714286,84.92857142857143,843.0,39.57142857142857,15.5,2,0,2010
36,ARG,36,ARG,662,800,82.28571428571429,2.0,22.0,12.0,8.0,13.0,99.45500000000001,56025,0.0,26575,0.0,0.0,9.357142857142858,82.57142857142857,927.0,56.142857142857146,29.571428571428573,0,1,2010
36,GRE,36,GRE,145,277,53.42857142857143,0.0,7.0,3.0,15.0,8.0,98.89199999999998,24620,0.0,57342,0.0,0.0,7.642857142857143,84.71428571428571,800.0,23.071428571428573,5.785714285714286,2,-1,2010
37,ENG,37,ENG,419,575,65.3076923076923,1.0,13.0,8.0,20.0,17.0,106.89099999999999,47699,0.0,38403,0.0,0.0,9.846153846153847,81.46153846153847,1081.0,48.46153846153846,22.692307692307693,0,1,2010
37,SVN,37,SVN,241,391,58.07692307692308,0.0,13.0,6.0,19.0,18.0,106.839,36753,0.0,49430,0.0,0.0,9.076923076923077,82.23076923076923,1063.0,38.30769230769231,14.923076923076923,1,-1,2010
38,ALG,38,ALG,331,447,68.78571428571429,0.0,19.0,4.0,21.0,8.0,104.54,39025,0.0,40471,0.0,0.0,10.142857142857142,82.07142857142857,1156.0,39.142857142857146,15.785714285714286,1,-1,2010
38,USA,38,USA,350,470,67.07142857142857,1.0,22.0,10.0,11.0,20.0,110.619,42609,0.0,41670,0.0,0.0,9.714285714285714,81.57142857142857,1227.0,46.857142857142854,21.142857142857142,0,1,2010
39,GER,39,GER,491,640,76.42857142857143,1.0,13.0,6.0,5.0,10.0,108.94,51518,0.0,40088,0.0,0.0,9.714285714285714,81.42857142857143,1098.0,40.0,15.285714285714286,0,1,2010
39,GHA,39,GHA,325,460,63.5,0.0,17.0,5.0,11.0,4.0,106.05100000000002,37370,0.0,52308,0.0,0.0,10.214285714285714,81.14285714285714,1037.0,44.357142857142854,13.0,1,-1,2010
40,AUS,40,AUS,321,481,63.214285714285715,2.0,17.0,7.0,25.0,9.0,121.508,42431,0.0,58462,0.0,0.0,13.071428571428571,76.5,1546.0,37.714285714285715,14.928571428571429,1,1,2010
40,SRB,40,SRB,418,579,63.857142857142854,1.0,23.0,6.0,10.0,25.0,117.075,56088,0.0,41370,0.0,0.0,10.428571428571429,79.92857142857143,1164.0,50.357142857142854,21.928571428571427,2,-1,2010
41,ITA,41,ITA,367,487,74.78571428571429,2.0,16.0,6.0,17.0,20.0,104.23100000000001,40435,0.0,35772,0.0,0.0,9.0,83.07142857142857,963.0,40.92857142857143,16.714285714285715,3,-1,2010
41,SVK,41,SVK,292,422,61.57142857142857,3.0,12.0,4.0,20.0,16.0,106.4,35152,0.0,41545,0.0,0.0,8.071428571428571,84.78571428571429,953.0,30.714285714285715,11.642857142857142,2,1,2010
42,NZL,42,NZL,215,362,60.76923076923077,0.0,4.0,0.0,19.0,11.0,97.495,31503,0.0,46134,0.0,0.0,7.538461538461538,85.0,770.0,34.46153846153846,11.384615384615385,0,0,2010
42,PAR,42,PAR,439,580,70.23076923076923,0.0,17.0,5.0,13.0,17.0,102.55000000000001,46135,0.0,33861,0.0,0.0,7.461538461538462,85.0,864.0,50.07692307692308,20.692307692307693,0,0,2010
43,DEN,43,DEN,464,592,76.35714285714286,1.0,19.0,7.0,23.0,10.0,107.518,44813,0.0,33841,0.0,0.0,9.142857142857142,82.0,994.0,50.642857142857146,23.428571428571427,3,-1,2010
43,JPN,43,JPN,220,348,57.0,3.0,15.0,10.0,10.0,23.0,112.90400000000001,34123,0.0,47896,0.0,0.0,10.285714285714286,81.35714285714286,1235.0,30.5,13.642857142857142,1,1,2010
44,CMR,44,CMR,431,616,67.78571428571429,1.0,15.0,3.0,18.0,13.0,102.386,44280,3.0,39905,2.0,0.0,8.071428571428571,84.0,977.0,45.285714285714285,18.071428571428573,2,-1,2010
44,NED,44,NED,369,563,62.714285714285715,2.0,15.0,8.0,15.0,17.0,104.39699999999998,38980,6.0,45788,3.0,0.0,8.357142857142858,83.71428571428571,956.0,38.785714285714285,11.857142857142858,1,1,2010
45,BRA,45,BRA,596,712,79.57142857142857,0.0,19.0,5.0,18.0,10.0,102.22200000000001,50544,0.0,31619,0.0,0.0,8.785714285714286,83.28571428571429,965.0,52.285714285714285,23.214285714285715,0,0,2010
45,POR,45,POR,275,398,66.21428571428571,0.0,13.0,3.0,11.0,16.0,108.585,32693,0.0,55794,0.0,0.0,9.714285714285714,81.92857142857143,1120.0,25.142857142857142,8.357142857142858,0,0,2010
46,CIV,46,CIV,470,622,74.42857142857143,3.0,28.0,14.0,16.0,13.0,105.466,51915,4.0,34602,0.0,0.0,8.714285714285714,83.42857142857143,941.0,59.0,31.857142857142858,0,1,2010
46,PRK,46,PRK,242,414,59.75,0.0,7.0,3.0,13.0,16.0,104.897,32882,2.0,54062,0.0,0.0,9.083333333333334,82.91666666666667,963.0,21.666666666666668,5.916666666666667,3,-1,2010
47,CHI,47,CHI,292,406,68.28571428571429,1.0,9.0,4.0,21.0,13.0,100.296,32258,3.0,45934,4.0,1.0,10.285714285714286,80.85714285714286,1077.0,33.92857142857143,12.642857142857142,2,-1,2010
47,ESP,47,ESP,617,734,81.61538461538461,2.0,9.0,3.0,13.0,20.0,103.65999999999998,44770,1.0,35602,0.0,0.0,9.23076923076923,82.38461538461539,886.0,47.46153846153846,17.0,1,1,2010
48,HON,48,HON,263,401,63.0,0.0,8.0,2.0,18.0,11.0,94.61299999999999,29027,9.0,43787,4.0,0.0,8.0,85.42857142857143,900.0,32.5,11.5,0,0,2010
48,SUI,48,SUI,485,611,74.57142857142857,0.0,17.0,5.0,12.0,17.0,104.75800000000001,47203,2.0,34247,1.0,0.0,9.357142857142858,82.5,1074.0,56.5,27.5,0,0,2010
49,KOR,49,KOR,424,596,70.3076923076923,1.0,15.0,5.0,12.0,10.0,108.369,49449,0.0,38656,0.0,0.0,9.615384615384615,81.6923076923077,1095.0,49.30769230769231,25.23076923076923,2,-1,2010
49,URU,49,URU,268,434,57.214285714285715,2.0,14.0,8.0,12.0,11.0,106.575,36622,0.0,49672,0.0,0.0,9.785714285714286,82.0,1212.0,29.857142857142858,12.785714285714286,1,1,2010
50,GHA,50,GHA,451,711,61.714285714285715,2.0,16.0,6.0,19.0,10.0,140.317,57211,0.0,58292,0.0,0.0,8.928571428571429,83.64285714285714,1341.0,35.57142857142857,12.071428571428571,1,1,2010
50,USA,50,USA,381,632,58.285714285714285,1.0,20.0,6.0,11.0,18.0,148.231,59302,0.0,62640,0.0,0.0,9.285714285714286,82.5,1465.0,46.57142857142857,20.428571428571427,2,-1,2010
51,ENG,51,ENG,357,508,66.0,1.0,19.0,9.0,6.0,7.0,106.89600000000002,40616,0.0,43126,0.0,0.0,9.785714285714286,82.35714285714286,1059.0,44.357142857142854,18.857142857142858,4,-1,2010
51,GER,51,GER,273,411,69.85714285714286,4.0,17.0,7.0,7.0,6.0,108.377,40681,0.0,41952,0.0,0.0,9.214285714285714,82.35714285714286,1003.0,42.214285714285715,17.0,1,1,2010
52,ARG,52,ARG,380,522,70.35714285714286,3.0,11.0,6.0,11.0,25.0,101.55499999999998,36875,0.0,42531,0.0,0.0,7.928571428571429,83.78571428571429,850.0,34.42857142857143,12.642857142857142,1,1,2010
52,MEX,52,MEX,389,522,74.15384615384616,1.0,16.0,6.0,26.0,11.0,108.071,42764,0.0,42475,0.0,0.0,8.846153846153847,82.3076923076923,998.0,45.23076923076923,19.46153846153846,3,-1,2010
53,NED,53,NED,391,527,69.71428571428571,2.0,16.0,9.0,17.0,18.0,103.024,39196,2.0,40061,2.0,0.0,8.0,84.64285714285714,957.0,43.357142857142854,16.214285714285715,1,1,2010
53,SVK,53,SVK,366,504,69.0,1.0,12.0,3.0,19.0,16.0,105.925,40123,3.0,42615,3.0,0.0,9.142857142857142,82.21428571428571,906.0,41.357142857142854,14.071428571428571,2,-1,2010
54,BRA,54,BRA,282,451,56.57142857142857,3.0,16.0,6.0,14.0,17.0,100.549,38467,0.0,39212,0.0,0.0,7.857142857142857,84.78571428571429,1005.0,35.785714285714285,12.785714285714286,0,1,2010
54,CHI,54,CHI,329,507,64.71428571428571,0.0,15.0,3.0,18.0,14.0,108.56200000000001,42228,0.0,43025,0.0,0.0,10.5,80.92857142857143,1273.0,44.714285714285715,18.785714285714285,3,-1,2010
55,JPN,55,JPN,225,428,49.285714285714285,3.0,12.0,5.0,29.0,23.0,133.06900000000002,40468,0.0,56695,0.0,0.0,9.142857142857142,83.57142857142857,1357.0,36.857142857142854,15.857142857142858,5,-1,2010
55,PAR,55,PAR,368,615,55.57142857142857,5.0,13.0,6.0,26.0,24.0,134.52900000000002,55263,0.0,43214,0.0,0.0,8.571428571428571,83.92857142857143,1387.0,47.642857142857146,20.5,3,1,2010
56,ESP,56,ESP,635,754,76.35714285714286,1.0,19.0,10.0,13.0,18.0,107.10999999999999,51888,0.0,37290,1.0,0.0,12.071428571428571,79.07142857142857,1078.0,43.357142857142854,17.785714285714285,0,1,2010
56,POR,56,POR,315,453,67.78571428571429,0.0,9.0,3.0,18.0,13.0,112.284,36709,3.0,57420,1.0,1.0,10.357142857142858,79.42857142857143,1013.0,35.07142857142857,12.785714285714286,1,-1,2010
57,BRA,57,BRA,325,435,76.6923076923077,1.0,15.0,4.0,20.0,17.0,96.199,34806,2.0,35721,1.0,1.0,7.461538461538462,85.84615384615384,936.0,39.84615384615385,16.384615384615383,2,-1,2010
57,NED,57,NED,307,422,66.91666666666667,2.0,11.0,5.0,19.0,20.0,97.68800000000002,34385,2.0,36962,4.0,0.0,8.0,85.16666666666667,957.0,39.5,15.25,1,1,2010
58,GHA,58,GHA,350,615,56.15384615384615,3.0,26.0,8.0,23.0,22.0,131.173,51363,0.0,44985,0.0,0.0,7.230769230769231,85.46153846153847,1093.0,43.46153846153846,19.615384615384617,5,-1,2010
58,URU,58,URU,254,493,53.0,5.0,14.0,6.0,23.0,20.0,135.74,45345,0.0,54208,0.0,0.0,8.071428571428571,84.64285714285714,1377.0,37.92857142857143,16.642857142857142,3,1,2010
59,ARG,59,ARG,446,623,68.0,0.0,20.0,7.0,20.0,13.0,100.485,43043,0.0,37163,0.0,0.0,8.615384615384615,83.61538461538461,995.0,45.84615384615385,21.46153846153846,4,-1,2010
59,GER,59,GER,334,529,59.642857142857146,4.0,18.0,6.0,14.0,18.0,106.85600000000001,37207,0.0,46583,0.0,0.0,9.071428571428571,82.42857142857143,993.0,32.285714285714285,13.071428571428571,0,1,2010
60,ESP,60,ESP,532,672,78.35714285714286,1.0,16.0,6.0,12.0,23.0,101.08699999999999,46745,1.0,28196,2.0,0.0,7.642857142857143,84.42857142857143,812.0,43.214285714285715,18.714285714285715,0,1,2010
60,PAR,60,PAR,190,347,54.5,0.0,9.0,4.0,25.0,11.0,105.689,26591,2.0,52676,4.0,0.0,8.214285714285714,84.42857142857143,1054.0,40.142857142857146,12.857142857142858,1,-1,2010
61,NED,61,NED,390,610,58.23076923076923,3.0,11.0,7.0,16.0,13.0,108.39,44632,5.0,39761,3.0,0.0,9.23076923076923,82.76923076923077,1002.0,34.0,12.307692307692308,2,1,2010
61,URU,61,URU,326,565,56.61538461538461,2.0,12.0,6.0,15.0,15.0,110.59100000000002,39016,4.0,48141,2.0,0.0,8.923076923076923,83.0,1071.0,45.30769230769231,21.923076923076923,3,-1,2010
62,ESP,62,ESP,590,731,69.71428571428571,1.0,13.0,5.0,7.0,9.0,109.335,47625,1.0,47829,0.0,0.0,12.0,79.35714285714286,1052.0,41.357142857142854,19.0,0,1,2010
62,GER,62,GER,441,589,69.35714285714286,0.0,5.0,2.0,9.0,7.0,111.724,44865,2.0,52725,0.0,0.0,9.642857142857142,81.35714285714286,1031.0,38.142857142857146,17.428571428571427,1,-1,2010
63,GER,63,GER,393,591,59.714285714285715,3.0,18.0,7.0,11.0,12.0,107.91400000000002,45828,0.0,39888,0.0,0.0,9.142857142857142,82.57142857142857,1004.0,38.714285714285715,15.642857142857142,2,1,2010
